一种基于语义与QoS感知的Web服务匹配机制	Web服务匹配是动态服务组合的一个重要环节,然而目前大多数的研究仅从单个抽象服务的角度进行局部语义匹配,没有考虑到服务组合的全局匹配,此外,即使考虑了全局匹配也仅从QoS角度进行匹配,没有考虑到全局语义匹配.针对服务组合流程,提出了基于抽象服务的局部语义匹配与基于QoS感知的全局语义匹配,设计了语义匹配算法,并扩展对服务输入/输出匹配的可用性分析,建立了全局匹配的QoS模型及其评价方法,基于该模型及评价方法,采用遗传算法实现全局语义匹配度最大化及满足用户的QoS指标需求.仿真实验结果表明:基于语义与QoS感知的服务匹配算法是可行的和有效的.
面向高维数据的低冗余top-k异常点发现方法	异常发现是数据挖掘领域的一类重要任务.针对高维对象的异常度量问题和异常点集合的冗余问题,提出了一种新的面向高维数据的异常点发现方法.该方法通过采用高维数据的二部图表示,以高维对象的压缩能力作为其异常程度的度量,能够有效支持包含不同类型属性的高维数据.为了解决top-k异常点集合中的冗余问题,提出了低冗余top-k异常点的概念.由于精确计算低冗余的top-k异常点是NP-hard问题,设计了计算近似低冗余的top-k异常点的启发式方法k-AnomaliesHD算法.从在真实和人工数据集上的实验结果可以看出,该方法具有较好的扩展性;而且与不考虑冗余的异常点发现方法相比较,能够更有效地概括数据中的异常模式.
InfoSigs:一种面向Web对象的细粒度聚类算法	面向Web对象的细粒度聚类已经成为学术界研究的热点.然而现有大多数聚类模型只关注如何对文本内容或文章主题进行聚类,聚类结果粒度较粗,无法满足大规模网络信息检索的质量要求.针对上述挑战,充分挖掘Web文档中词汇间的树状概率层次关系,提出一种以词汇信息分布作为特征标志的聚类算法InfoSigs,实现对Web对象的细粒度聚类.算法构建一个信息传递有向无环图,根据词汇在图中信息分布的集中度赋予其合理的权重,产生更具代表性的特征向量;同时算法提出了一个自适应的记录合并模型,有效提高记录簇中记录间的相似度,减少噪音对合并过程的影响.实验结果表明,InfoSigs算法比传统聚类算法—I-Match和Shingling—在F-Measure值上平均约有21.3%的提高,可以有效地运用到多领域Web对象的聚类问题.
XCluster:基于聚类支持查询的XML多文档压缩方法	XML已成为各种网络应用中数据存储和数据交换的标准.XML数据管理面临的最大困难在于结构与数据混合存储导致大量数据冗余,这极大地增加了XML数据存储、交换和处理的代价.对XML文档进行压缩可以在一定程度上解决这个问题.但现有XML压缩方法大都仅压缩单文档中的冗余信息.利用XML文档间的相似性,提出一种支持查询的多XML文档压缩存储方法XCluster.XCluster先利用XML有根有序标签树上改进的pq-gram近似距离对XML文档集进行层次聚类;然后合并每个聚类结果子集中文档的结构得到结构代表并进行字典编码压缩;同时合并不同文档内同一标签下的值内容,并根据其数据类型进行相应编码压缩.实验结果表明,在真实和生成的XML多文档数据集上,XCluster比XGrind和XQilla具有更好的压缩效果和查询效率.
基于网格密度方向的聚类簇边缘精度加强算法	现有的基于网格聚类算法在获得较高效率的同时,却是以牺牲聚类的质量为代价的,特别是在簇与簇相互邻近的情况下,因为簇边缘聚类的不准确这种现象尤为突出.为解决此类问题,提出了一种基于网格密度方向的聚类预处理方法,该方法的思想来源于牛顿的万有引力普遍规律,即物体之间的距离越小质量越大,则吸引力越大,簇内的密度比簇边缘的密度大,即吸引力大,故如果一个网格单元密度同时出现反方向递增时,即挤压的情况,则需要对该单元进行进一步的细分处理,判断该单元是不是簇的边缘单元,并准确地判断边缘单元中对象的挤压方向.实验显示该算法可以有效地加强聚类簇边缘的精度,具有较高的簇识别率,因此,作为聚类的预处理算法是理想的.
基于使用信息和聚类方法的多模式集成	数据集成是解决多数据源整合问题的有效手段.如何准确高效地集成多数据源模式具有重要研究意义.关于模式集成已有大量的研究工作,但均忽略了用户使用信息.在用户使用信息的基础上提出一种新颖的基于聚类技术的多模式数据集成方法.首先从数据库的查询日志中为模式属性提取特征向量,并对其进行聚类.然后根据结果聚类间的最小差异性,为每个结果聚类引入最大相似性阈值,利用该阈值发现结果聚类中与该类语义不相似的异常属性.最后针对结果聚类中的3类异常属性,设计3种异常属性去除规则,进一步提出异常属性去除算法EPKO.实验结果表明,该方法具有较高的准确度,可以有效地解决多个模式的集成问题.
HF-Tree:一种闪存数据库的高更新性能索引结构	随着电子技术的发展,闪存作为一种新型的电子存储设备具有高速的访问速度和无机械延迟的特性.但是由于闪存高昂的写操作代价,传统的基于磁盘的索引结构如果直接应用在闪存上会导致极差的更新性能.提出一种新颖的索引结构HF-Tree,通过组提交、更新合并以及多级延迟的方式来提高更新性能.HF-Tree能够有效地克服闪存和现有基于磁盘索引之间的不匹配性的问题.通过和经典的BFTL及IPL索引的性能比较,实验结果充分显示了HF-Tree优越的更新和查询性能.此外HF-Tree能够有效地减少擦除次数,从而延长闪存的使用寿命.
高效的XML关键字查询改写和结果生成技术	用户使用关键字查询时可能不能准确地表达他们的意图,即使用户正确地表达了查询意图,查询引擎也可能不能准确地返回查询结果.针对这一问题,重点研究了在XML关键字查询中如何进行有效的查询改写并生成有意义的结果.提出4种查询改写操作和查询改写代价的概念,给出了动态规划的方法计算查询改写代价.为了找出最优的查询改写,给出了基于栈的查询改写和结果生成算法,并提出了基于划分的优化算法.最后通过丰富的实验对提出的方法进行了验证.
基于多序的空间数据索引结构——MOIS-树	以提高查询效率为目标,运用数据空间分割技术、结合B-树和R-树思想,提出了一种空间数据索引结构——MOIS-树,给出了全新的区域查询处理方法和空间对象按其MBR进行排序的4种序关系定义,并以此为基础给出了MOIS-树的定义,规定MOIS-树中的中间节点的所有孩子节点按其几何位置满足某种序的关系,从而使得在中间节点中进行查询时可以进行快速定位,明显地加快了查询的速度.此外,在查询算法中引入查询窗口包含中间节点MBR的检测,对于较大查询窗口的查询,有效地减少了常规查询算法中大量无效的相交性判断,从另一方面加快了查询速度.给出了MOIS-树的建立算法、节点插入算法及算法的正确性、可终止性证明及时间复杂度分析,并给出区域查询算法及算法的性能分析.实验表明,索引结构区域查询速度有很大的提高.
D-EEM:一种基于DOM树的Deep Web实体抽取机制	随着Web数据库的不断增长,通过对Deep Web的访问逐渐成为获取信息的主要手段.如何有效地抽取Deep Web中结果页面所包含的实体信息成为一个值得研究的问题.通过分析Deep Web结果页面的特点,提出了一种基于DOM树的Deep Web实体抽取机制(DOM-tree based entity extraction mechanism for Deepweb,D-EEM),能够有效解决Deep Web环境中的实体抽取问题.D-EEM采用基于DOM树的自动实体抽取策略,利用DOM树中的文本内容和层次结构来确定数据区域和实体区域,提高了实体抽取的准确性;另外,提出了一种基于上下文距离和共现次数的语义标注方法,有效地将来自不同数据源的抽取结果进行合成.通过实验验证了D-EEM中所采用的关键技术的可行性和有效性,同其他实体抽取策略相比,D-EEM在抽取效率及抽取准确性等方面具有一定的优势.
基于F&B索引的XML查询处理算法	XML已成为信息交换和表示的标准.对XML数据的查询将返回满足特定约束的XML节点子集.对于大文件的XML数据的查询处理通常分为两步:1.为该XML数据建立一个索引;2.在索引上完成查询处理无需访问源文档.XML索引为查询处理提供了高效的帮助,其中F&B索引是已知的处理分枝查询最小的索引,但快速创建F&B索引和利用F&B索引完成查询处理的算法却很少有人研究.提出了一种素数序列标记法,这种标记法不仅有助于快速地建立F&B索引,更可以高效地完成F&B索引上的查询处理.此外,还给出了F&B索引上的区间标记法与CCPI的创建过程,这两种编码创建过程无需在建立F&B索引后二次创建,仅需与F&B索引创建过程一起对文档使用SAX解析器分析一次即可得到.这样,可以在F&B索引的区间标记法上使用TwigStack算法执行查询处理,在F&B索引的CCPI标记法上使用关联路径连接算法执行查询处理.还给出了基于素数序列标记法的查询处理算法,即素数整除匹配算法,该算法可以高效地判定某节点是否有某分枝子结构.实验表明基于素数序列标记法的F&B索引创建方法比SAM算法快,在多个数据集F&B索引上素数整除匹配算法优于关联路径连接算法和TwigStack算法.
基于行存储模型的模拟列存储策略研究	列存储模型在只读的数据仓库应用中表现出非常好的性能,很多研究表明对于典型的OLAP查询,列存储数据库的性能大大优于行存储数据库.根据列存储模型的特性及数据处理特点,在传统的行存储模型关系数据库中模拟列存储的存储模式及数据处理过程,并通过优化的基于聚类的列存储模型、全索引模型与典型的行存储方式进行类比性能测试.实验结果显示,采用传统行存储模型模拟的列存储模型针对OLAP类查询具有很高的数据访问速度及查询性能,整体性能介于行存储数据库与列存储数据库之间.对于实际应用系统来说,该方案减少了整体系统部署代价,而且无需为提高OLAP查询的性能增加额外系统(列存储)投入,从而为OLAP应用提供了良好的性能支持.
基于Hole-Filler模型的XML数据流上的SLCA算法	与传统数据库对XML数据的处理不同,对XML数据流的处理不仅受实时性的约束,还受存储空间的限制.在XML片段无序传送的广播模型中,考虑在XML数据流上进行高效的关键字查询,进而首次提出近似SLCA算法.SLCA算法利用结构Hash表和LCA表对关键字进行匹配并计算SLCA,从而避免冗余操作.同时,SLCA算法可以对匹配结果立即输出而不必等到数据流传输结束.实验结果表明,基于Hole-Filler模型的XML数据流上的SLCA算法在节省时间和空间开销方面均表现出较好的性能.
基于DTW距离的伪周期数据流异常检测	伪周期数据流是一类常见的数据流,广泛出现于各种监测应用中.在这类数据流中出现的异常可能蕴涵了感兴趣的领域知识,因此有必要检测异常的发生以作为进一步深入分析的基础.DTW距离较之欧氏距离具有更好的鲁棒性,采用DTW距离作为伪周期数据流不同波段间相似性的度量可以有效检测出有较少历史相似波段的异常波段,继而在此基础上提出了一种基于聚类索引的快速近似异常波段检测方法用以加速检测过程,在真实数据集上的实验表明了所提方法的有效性.
基于测量体扩散的网络拓扑双向发现研究	计算机网络由于路由协议和访问控制的自身特点,使得网络拓扑具有单向和不对称的现象,为拓扑发现增加了困难.基于扩散测量体以及订阅发布机制,提出一种网络拓扑的双向发现协议(BTDP).针对协议构造自动机模型,形式地分析和验证了协议的逻辑可终止性,以此为基础给出了该协议的主要算法并予以实现.BTDP的相关程序在中国国内互联网上的实际运行结果表明,它能够发现上述网络存在的不对称路径.此外,多方运行BTDP后的融合结果还揭示了上述网络实际部署的一些链路.
移动自组网中安全高效的组密钥管理方案	以提供安全、可靠的保密通信为目标的组密钥管理方案是移动自组网安全研究领域中的一个热点.然而,固有的动态性、资源受限和无固定基础设施等特点使得目前已有组密钥管理方案不能很好地适用于MANET.针对MANET组密钥管理面临的诸多挑战,提出一种高效的安全组密钥管理方案(an efficient and secure group key management,ESGKM).ESGKM无需控制中心,所有成员通过协商共同生成组共享秘密密钥,提高了方案的安全性,并能很好地适应拓扑频繁变化的MANET环境.基于ECC和双线性对的密码体制提高了组密钥生成的效率,同时组成员能够对接收的子密钥份额和组密钥份额进行验证,进一步增加了方案的安全性.该方案还提出基于组密钥服务中心(group key ervice center,GKSC)的组密钥更新和一致性管理算法,有效减少了ESGKM通信开销和计算量,避免了组密钥不一致造成节点孤立.使用串空间模型对ESGKM方案进行了形式化分析,证明了其正确性和安全性.最后,通过与BD,A-GDH和TGDH协议比较,表明ESGKM能有效减少节点和网络资源消耗,很好地适用于动态的MANET环境,具有更为明显的性能优势.
一种基于事务模板的恶意事务检测方法	恶意事务检测是数据库入侵检测技术研究中的一个重要课题,而及时的恶意事务检测是构建可生存性DBMS的基础.在已有的恶意事务检测方法的基础上,通过扩展对SQL操作语句的解析粒度,给出了蕴含条件子句逻辑结构的细粒度SQL操作语句特征向量表示方法,并在此基础上给出包含事务语句有向图和事务执行环境约束集合的事务模板表示方法,最后,在给出事务模板支持判定算法的基础上,提出了一种基于事务模板的恶意事务检测算法.为了验证提出方法的有效性,针对事务执行性能、检测类型以及检测率进行实验,结果表明该恶意事务检测方法不仅具有较好的性能,同时具有更强的检测能力和更广的适用范围.
基于距离的分布式RFID数据流孤立点检测	RFID技术已广泛应用于实时监控、对象标识及跟踪等领域,及时发现被监控标签对象的异常状态显得十分重要.然而,由于无线通信技术的不可靠性及环境因素影响,RFID阅读器收集到的数据常常包含噪声.针对分布式RFID数据流的海量、易变、不可靠及分布等特点,提出了基于距离的局部流孤立点检测算法LSOD和基于近似估计的全局流孤立点检测算法GSOD.LSOD需要维护数据流结构CSL来识别安全内点,然后运用安全内点的特性来节省流数据的存储空间和查询时间.根据基于距离的孤立点定义,在中心节点上的全局孤立点是位于每个分布节点上孤立点集合的子集.GSOD采用抽样方法进行全局孤立点近似估计,以减少中心节点的通信量及计算负荷.实验表明,所给出的算法具有运行时间短、占用内存小、准确率高等特点.
基于Epanechnikov混合模型的中心化模糊模型	基于Epanechnikov混合模型提出了一种新的模糊模型——具有多维隶属度函数的规则中心化模糊模型.它容易设计:任何一个Epanechnikov混合模型都唯一对应着一个规则中心化的模糊模型,Epanechnikov混合模型的条件期望输出是规则中心化的模糊模型的去模糊化输出;它具有高度的可解释性:其规则后件恰好是其输出在规则中心的一阶Taylor级数展开;它采用了多维隶属度函数,考虑了输入数据各个分量之间的相关性,更符合实际问题.对两个典型实例的仿真实验表明,由Epanechnikov混合模型设计的规则中心化的模糊模型比其他模糊模型速度快、精度高、鲁棒性好.
基于学习分类器的多机器人路径规划收敛性研究	近年来,学习分类器LCS已广泛用于基于归纳学习的强化学习领域,但很少用于多机器人领域.提出了一种基于集成强化学习和遗传算法的学习分类器用于多机器人路径规划领域.由于遗传算法具有早熟收敛、局部最优解和占据较大的存储空间等缺陷,针对静态和动态环境因素对多机器人路径规划的不同影响,设计了在静态和动态环境下不同的适应度函数,在理论上推导并证明了信用分配算法的收敛性,为路径规划算法的收敛提供了理论保证.仿真实验结果也表明遗传算法和学习分类器结合用于多机器人的路径规划是有效的,遗传算法的早熟收敛、局部最优解、占据存储空间较大和收敛速度慢等难题得到很大改善,提高了多机器人发现安全路径的能力.所以LCS在机器人领域的应用前景是非常广阔的,是今后需要努力研究的方向.
频率直接数字合成器的一种存储优化方法研究	直接数字频率合成(DDS)是一种先进的频率合成技术.正弦相位-振幅映射是DDS的核心部件之一.正弦查找表方案需要较多片上存储器资源,成本较高,因而,提出了一种基于相邻采样点振幅增量的改进方案.分析改进方案的资源开销,介绍其实现技术,并以FPGA为开发平台实现了改进方案.从功能、误差、最高工作频率、资源开销等方面对改进方案进行了评估.结果表明:改进方案以较小硬件资源额外开销为代价,节约了大量片上存储器资源,同时保证最高工作频率不变.
基于子词的双层CRFs中文分词	提出了基于子词的双层CRFs(conditional random fields)中文分词方法,旨在解决中文分词中切分歧义与未登录词的问题.该方法是建立在基于子词的序列标注模型上.方法第1层利用基于字CRFs模型来识别待测语料中的子词,这样做是为了减少子词的跨越标记错误和增加子词识别的精确率;第2层利用CRFs模型学习基于子词的序列标注,对第1层的输出进行测试,进而得到分词结果.在2006年SIGHAN Bakeoff的中文简体语料上进行了测试,包括UPUC和MSRA语料,分别在F值上达到了93.3%和96.1%的精度.实验表明,基于子词的双层CRFs模型能够更加有效地利用子词来提高中文分词的精度.
人群疏散虚拟现实模拟系统——Guarder	人群疏散的虚拟现实模拟就是利用虚拟现实技术,在计算机生成空间中建立公共设施和人群的三维模型,设定各种可能发生的安全危机和相应的疏散预案,模拟并三维地展示人群疏散场景;通过对模拟结果进行统计分析,可以验证人群疏散应急预案的合理性和有效性.介绍了人群疏散模拟虚拟现实系统Guarder设计的核心思想,提出了技术框架,详细阐述了其中的复杂环境语义表示、群体运动仿真等关键技术,并给出了应用实例,最后列举了几个前沿研究问题.
虚拟环境下平面连杆机构运动仿真实现技术研究	在虚拟环境下结合虚拟装配技术实现机构的运动仿真是产品装配仿真的一个重要环节,在虚拟环境下完成产品的装配仿真后对其进行运动仿真可以为机构性能分析提供有效的参考数据,进而分析装配的合理性,提高装配质量.因此结合国内外机构运动仿真发展的现状,首先给出了在虚拟环境下基于虚拟装配技术实现机构运动仿真的基本思想和整体框架,通过具体实例提出利用几何法进行机构的运动仿真分析,及将对机构的运动规律分析转化为对基本单元的运动规律分析.同时提出了运动副的自动生成、运动机构的自动搜索及机构的识别等核心算法,有效地减少在虚拟环境下完成装配仿真后机构运动仿真前处理的工作量,提高了机构运动仿真的智能化程度.最后结合自主开发的原型系统虚拟装配工艺规划软件VAPP对相关算法进行了实现,并进行了实例验证.
一种支持大规模多种精度地形的实时绘制算法	为加强大规模地形数据的表现能力,通常采用地形叠加或地形编辑等方法在局部地形数据上构建更高精度的细节模型.因而如何将大规模地形数据与具有高精度的细节数据进行实时融合与绘制成为一个迫切需要解决的问题.基于Geometry Clipmap方法对这一问题开展研究,给出了一种支持大规模多种精度地形的实时绘制算法.在预处理阶段,对大规模地形数据采用clipmap结构进行组织,对细节数据使用mipmap结构进行组织;在运行阶段,重点针对clipmap更新所引起的不同种精度数据间特有的"F"形空洞进行分析和处理,使用过渡带结构对空洞区域进行修补,并对修补后的顶点进行了平滑处理.实验结果表明,该方法有效解决了"F"形空洞并支持大规模地形及细节数据的实时绘制.
JaVis系统中的多分辨数据组织与交互可视化	随着高性能计算机以及相关软硬件技术的飞速发展,数值模拟的规模越来越大,置信度越来越高,其产生的数据场规模亦越来越大、越来越复杂,需要更高级的科学计算可视化方法分析这些数值计算结果.然而,针对目前的TB级以及更大规模数据场,可视化的交互性能迟滞落后,成为阻碍数据分析的重要因素.如何提高可视化分析的交互速度,减少数据场的I/O处理是目前可视化系统必须解决的重要问题.多分辨技术是解决大规模数据场交互可视化的重要手段之一.自研发的大规模并行分布式数据分析与可视化系统JaVis采用多分辨技术提高数据可视化的交互速度,其中实现的关键技术如下:多分辨数据的组织、多分辨控制插件的生成、多分辨率层次切换技术等,并利用物理科学数据进行了性能及可靠性测试.
基于随动控制的数字圆明园增强现实系统注册方法	针对户外复杂环境中的增强现实三维注册问题,提出一种基于随动控制的跟踪注册方法.所提出的方法通过惯性跟踪器实时获取角度跟踪数据,通过步进电机驱动高精度随动转台随动控制实景摄像机旋转,之后根据跟踪结果在虚实三维空间中建立摄像机模型,注册配准虚实摄像机的角度信息.所提出的随动控制使得跟踪器的误差不直接影响虚实叠加,降低了环境因素的影响.系统滞后和误差的实验数据分析表明所提出的方法提高了跟踪的稳定和精确性,在圆明园大水法遗址的实地应用结果证明了系统的实用性.
基于视觉技术的三维指尖跟踪算法	基于手势的实时人机交互(HCI)在虚拟现实领域有着重要的理论和应用价值.通过双目摄像头,使用立体视觉技术可以实现指尖在三维空间的跟踪定位,进而实现指尖和虚拟空间三维物体的实时交互.这种技术可以实现三维鼠标以及用于虚实交互的三维游戏中.提出一种阈值结合混合多高斯的BGS算法,用它来得到手的区域,然后通过手轮廓K向量和手中心到指尖的距离判定指尖位置,再利用标记对摄像机进行标定,根据标定参数和两个图像中得到的指尖位置,重建指尖点三维坐标,最后在三维空间实施Kalman滤波来平滑指尖点轨迹并预测前景分割的范围.实验结果表明算法是有效的.
面向战略决策的大规模群体行为视景仿真研究	根据面向战略决策的大规模群体行为视景仿真具有"海量"运算和图形渲染处理的特点,构建了该类型仿真的总计技术方案并详细论述了三维虚拟人的制作与其动作行为的生成过程.在此基础上给出了如何应用Geofusion平台在描绘群体行为的整体效果和如何用OpenGVS平台来渲染出逼真的三维视景.这样不仅可以使战略决策人员能更清楚地了解战争行动可能会给社会群体带来什么样的影响,而且可以掌握其影响的程度,这将对提高战略决策的合理性与准确性具有重要的现实意义.
基于并行小波算法的DEM数据多分辨率模型构建	由于离散小波的多分辨率分析特性和DEM数据多分辨率模型的一致性,可以采用离散小波算法来构建DEM多分辨率模型,同时针对现有的基于小波的DEM数据多分辨率模型构建中运算量过大的问题,采用了基于并行的小波算法来进行多分辨率模型构建.由于DEM数据等价于二维的灰度图像,可以作为二维信号来进行处理.首先给出了二维离散信号小波变换的Mallat算法,进行了算法的可并行性分析;然后描述了各处理机中的局部数组的数据结构并讨论了并行算法中多处理机逻辑拓扑间的数据传递.实验结果证明,小波算法适宜于并行,且将其应用于DEM数据多分辨率模型构建时能获得理想的加速比,基于并行的小波算法能极大地加速多分辨率模型的构建速度.
实时刚体破碎特效仿真研究	刚体仿真是图形学研究的热点之一,但是单纯依据物理规律进行仿真达不到实时性要求.依据攻击武器的运动轨迹在目标的八叉树结构上抽取空间连续的子块,设计了一种摧毁区域锁定算法;提出一种刚体预破碎模式,采用线性约束连接子块和块内元素,并用统一的算法检测由攻击武器的碰撞引起的约束动态受损情况.线性约束的不同程度破损或导致子块的分裂,或导致块内基础元素的分裂,将形成不同程度的破碎特效.最后设计了实时刚体破碎特效实验方案并构建仿真系统.实验表明,该种模式不仅较好地体现了刚体破碎特效,也简化了刚体破碎仿真的复杂性,相应的破碎特效能够拓展到具有实时性需求的虚拟现实应用环境中.
地震灾害场景仿真模拟的研究与应用	地震是一种极大的突发性自然灾害.应对地震时,应急管理人员必须作出适当的应对策略.为了能够作出正确的决策,他们必须要事先经过演练.演练可以有多种技术和方法.其中一种方法就是虚拟演练.虚拟演练不像传统的演练那样需要更多的人力和物力.地震应急救援虚拟仿真演练是虚拟仿真的一个重要领域.地震灾害虚拟场景的逼真程度是决定虚拟仿真演练效果的关键因素.地震灾害现场错综复杂,如果对每一部分的地震灾害场景详细模拟是不可行的.通过研究建筑物倒塌形成的不同状态以及倒塌建筑物在空间上的分布规律、分细节度模型方案构建场景、次生灾害模拟表现方法、场景整合的方式,论述了构建相对真实地震灾害虚拟场景的方法和应用手段.通过研究为地震应急救援虚拟仿真演练系统的研发奠定一定的基础,为其视景仿真模块的场景表现提供了理论依据.
邻域平衡密度聚类算法	聚类是数据挖掘领域的一项重要分析手段.在分析核心对象与其邻域对象的分布特征后,引入对象的投影点,对象的邻域平衡、平衡核心对象、边界稀疏对象等概念.提出一种新的基于密度的聚类算法bDBSCAN(balance-DBSCAN).算法将核心对象邻域中的对象投影,进行向量单位化,考察核心对象的邻域平衡性,将与平衡核心对象平衡密度可达的对象聚成一个簇.理论分析和实验结果表明,算法可以处理任意形状的簇,有效地排除边界稀疏对象这类噪声,并且可以解决高维数据聚类边界区分不明显、噪声对象多等问题,提高了聚类精度.算法的时间复杂度与DBSCAN近似.
描述逻辑系统FLEN中概念的最小公共包含算法研究	描述逻辑中的非标准推理是目前研究者们所关注的焦点问题,它主要包括:最具体概念、最小公共包含、匹配问题及概念的重写等.过去人们主要研究那些不含数量限制的描述逻辑系统,研究的是描述逻辑系统FLEN中的一种重要的非标准推理——概念的最小公共包含,它同时含有数量限制和存在限制,是对前人工作的推广.首先定义了FLEN中概念的描述树及描述树之间的同态关系,给出了概念之间包含关系的推理算法,然后通过两棵概念描述树的笛卡儿积给出了两个概念的最小公共包含推理算法并指出了概念A,B的最小公共包含概念LCS(A,B)的大小size(LCS(A,B))是随着size(A),size(B)呈指数增长的.
NU~2RA:一种路网中不确定移动对象范围查询分析方法	目前移动对象的各类查询研究大多假设对象的位置确切可知,但实际上除了更新时刻外,其他时间对象的位置只是一个可能的范围.因而大多数基于确切位置的查询算法并不可行.而现有的涉及不确定性的查询方法大多仅针对自由移动的不确定查询或者不确定目标.针对道路网中查询和目标位置均不确定的情况,提出了一种NU2RA分析方法.根据查询范围对网络进行划分,用分布码表示目标的可能分布,得到不确定目标与不确定查询范围的22类拓扑关系,并且给出了目标在不确定查询范围内的概率计算方法.该方法不依赖于具体的不确定移动对象模型,对不确定历史轨迹和不确定的近期将来运动趋势同样适用.
有效的XML模糊内容与结构检索和计分	XML文档包含有内容和结构,除了可以进行纯内容(CO)检索外,还可以进行内容和结构(CAS)检索.提出了一种新的CAS检索方法,这种方法以内容检索为主,结构匹配为辅,结构约束主要影响结点的计分,而不是答案结点的选择.这种方法分3步进行:首先,一个CAS查询被分解为若干个查询片段;然后处理每个查询片段;最后,将每个查询片段得到的部分查询结果综合起来,得到最终的查询结果.提出了一种新的计分方案,它首先计算一个查询结果在每个查询片段上的得分,然后将这些得分总和起来得到最终得分.提出的计分方法根据检索结果内容和结构两方面的相关性计分,更符合用户查询意图和查询语义.大量的实验结果验证了提出方法的有效性.
多核处理器中基于Radix-Join的嵌套循环连接优化	针对目前主流的多核处理器,研究了基于共享Cache多核处理器的数据库Nested Loop Join(NINLJ)优化.针对无索引情况下的NLJ,提出了基于Radix-NL-Join算法的NLJ多线程执行框架.从减少Cache访问冲突和提高Cache命中率两个方面优化了NINLJ多线程执行框架中的聚集划分和聚集连接线程.主要贡献如下:1.针对多线程访问共享Cache容易出现共享Cache访问冲突的问题,优化了聚集划分阶段的多线程聚集划分线程的启动时机;2.针对聚集连接阶段,聚集连接线程Cache访问性能不佳,利用聚集连接线程顺序访问聚集的优势,采用预取线程提高聚集连接线程的性能;3.在实验中,基于开源数据库EaseDB实现了上述多线程执行框架,测试了多线程NLJ的性能.实验结果表明,提出的NLJ多线程执行框架,可以充分利用多核处理器的计算资源,并有效地解决共享Cache在多线程条件下的Cache访问冲突问题,大大提高了NLJ的性能,相对于未采用Cache优化的多线程Radix-NL-Join算法,其性能提升了26%左右.
基于发布/订阅机制的Web服务QoS信息分发模型	QoS感知的Web服务管理和组合的基本问题是如何及时有效地获取Web服务的QoS信息.当前的研究包括基于查询或监视的方法.然而在动态的服务计算环境下,这些方法或多或少存在时效慢、代价高和可扩展性差等问题.提出一个基于发布/订阅机制的Web服务QoS信息分发模型,目标是提供一个在大规模的服务计算环境下可靠、及时地获得Web服务QoS信息的方法.提出一个基于P2P的内容发布/订阅网络,利用专用的集合点和副本机制减少订阅丢失,改善可靠性.利用RP链加快订阅和QoS信息发布.通过支持组合服务的组合QoS订阅,减少通知消息数量,减轻网络负载.仿真实验验证了系统的低成本、有效性和可扩展性.
基于连续行为观察的P2P网络中邻居评价模型	基于荣誉的信任机制是对P2P网络节点行为进行评价的重要手段,用来保证P2P网络应用的健康进行.信任机制在对一个节点进行评价时需要获得其他节点的局部信任值信息.目前局部信任值的计算由于不考虑策略节点和人类评价误差两种重要因素的影响,难以准确反映网络节点的特征.提出了一种P2P网络中邻居行为的评价模型PeerStrategy,该模型使用确定的有限状态机(DFA)对邻居连续行为的状态变化进行刻画.通过关注邻居在任意连续行为中引起负面评价的概率,既能够较为准确地发现网络中的策略节点,又能够容忍一定程度的人类评价误差.仿真实验表明,该模型显著提高了局部信任值的准确度,并降低了对全局信任值估计误差影响,明显优于当前的其他局部信任值计算方法.
外包数据库模型中的完整性检测方案	外包数据库模型中完整性保护的目标是防止数据库服务提供商篡改数据库内容,完整性检测方案的作用是让查询方能够验证查询结果是真实的、未被篡改的.在现有的基于验证数据结构方法的基础上进行改进,提出了一种以带掩码的验证树作为核心数据结构的完整性检测方案,给出了数据结构的形式化定义并证明了其安全性.该方案将数据结构中共同的计算信息抽取到两个掩码向量中,通过避免使用大量幂指数运算,降低了查询验证过程的计算代价,减少了查询验证的时间.其特有的验证数据结构增量更新的优点能够提高数据库更新的执行效率.实验表明,该方案在查询验证时间上略优于现有的同类型方案,在数据更新性能上较同类方案具有明显优势.
一种异构可重构片上系统的实时任务调度算法	动态可重构系统中为新到达的任务实时地安排任务启动时间和放置位置是硬件任务调度算法的关键.硬件任务的调度在很大程度上影响可重构计算系统的性能.提出了一种基于二维资源模型的分组-邻接边在线调度算法,该算法将硬件任务按照长宽比分为垂直任务和水平任务两组分别考虑在可重构资源上的放置位置,同时引入任务邻接边数作为选择合理放置位置的重要指标,可使得硬件任务放置更为紧凑,减少资源碎片,提高调度成功率.对两种硬件任务放置策略进行了对比,结果表明尽可能早的安排任务启动有利于提升高负载情况下的调度成功率.仿真实验表明,与已有算法相比,该算法具有更高的任务接受率,而运行时开销没有显著增加.
